Start Time,Stop Time,Duration,Type,MP3 File,Transcript File,Transcript,Summary
324.1,331.3,7.2,speech,speech_output_segment_38.mp3; speech_output_segment_39.mp3; speech_output_segment_40.mp3,speech_326.txt; speech_328.txt; speech_324.txt,/ 다 다른... / 관계를 생각할 겁니다. / 엘레스티카 커넥션,"- 분류: 안됨
- 제품:
- 회사: 엘레스티카"
331.3,335.6,4.3,speech,speech_output_segment_41.mp3; speech_output_segment_42.mp3,speech_333.txt; speech_331.txt,/ 배출 수익마트 캠프입니다. / 광고 듣겠습니다,"- 분류: 안됨
- 제품:
- 회사:"
335.6,343.9,8.3,speech,speech_output_segment_43.mp3,speech_335.txt,"/ 현대의 상에서 운전자를 찾습니다.
  운전한 지 3년 넘으신 분 3년 동안 사고가 없었던 분?","- 분류: 아님
- 제품:
- 회사:"
343.9,355.6,11.7,speech,speech_output_segment_44.mp3,speech_343.txt,/ 단들다고 생각했다면 현대상 하이카 운전자 보험 3년 무사고 운전자라면 최대 23% 할인 되니까 가입시 유의사항을 확인하세요,"- 분류: 광고
- 제품: 현대상 하이카 운전자 보험
- 회사: 현대상"
355.6,361.9,6.3,speech,speech_output_segment_45.mp3,speech_355.txt,/ 마음의 폭풍이 몰아치는 하루였다면 잠시 귀 기울여보세요,"- 분류: 안됨
- 제품: 
- 회사:"
361.9,365.4,3.5,music,music_output_segment_46.mp3,music_361.txt,/,"- 분류: 안됨
- 제품:
- 회사:"
365.4,378.8,13.3,speech,speech_output_segment_47.mp3,speech_365.txt,"/ 이 소리는 스트레스 감소를 도와주는 안마이자 LG 힐링미의 마인드케어 사운드입니다.
  휴식의 새로운 바이브 LG 힐링미 MX9","- 분류: 광고
- 제품: LG 힐링미 MX9
- 회사: LG"
378.8,396.2,17.4,music,music_output_segment_48.mp3,music_378.txt,/ 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아,"- 분류: 아님
- 제품: 
- 회사:"
396.2,415.6,19.4,speech,speech_output_segment_49.mp3,speech_396.txt,/ 독일도 돌았다. 스위스도 돌았다. 대성 보일러도 유럽처럼 빙 돌았다. 원통형 콘댄싱으로 대성 보일러가 만드는 유럽형 콘댄싱의 시대. 당신의 콘댄싱은 유럽형입니까? 대성이 네일을 위합니다. 대성 보일러,"- 분류: 광고
- 제품: 대성 보일러
- 회사: 대성"
415.6,435.3,19.8,speech,speech_output_segment_50.mp3,speech_415.txt,"/ 안녕하세요. 신한 프리미어 모델 김수현입니다. 여러분께 특별한 자산 관리를 소개합니다.
  투자, 법률, 세무, 부동산, 각 분야 전문가들이 당신만을 위한 맞춤 솔루션을 찾아드립니다.
  지금 만나보세요. 자산 관리는 신한 프리미어.","- 분류: 광고
- 제품: 자산 관리
- 회사: 신한 프리미어"
435.3,456.0,20.7,speech,speech_output_segment_51.mp3,speech_435.txt,"/ 다 같은 소파라도 쉽게 자코모가 될 수는 없죠.
  오랜 소파장인 정신으로 주문은 모든 과정을 직접 만드는 독보적 소파 퀄리티.
  이것이 소파 브랜드 호감도 1위의 퀄리티 정신.
  소파는 결국 자코모.","- 분류: 광고
- 제품: 소파
- 회사: 자코모"
456.0,464.6,8.6,music,music_output_segment_52.mp3,music_456.txt,"/ 서울 사이버 대학을 다니고
  나의 성공 시대 시작됐다
  서울 사이버 대학을 다니고
  나를 싫..","- 분류: 아님
- 제품: 
- 회사: 서울 사이버 대학"
464.6,474.0,9.4,speech,speech_output_segment_53.mp3,speech_464.txt,"/ 요가 명상학과 마이크로 디글이 대학 등
  사이버대학 최대 46개학과 전공에서
  지금 신입생 편입생을 보즈증유닌","- 분류: 광고
- 제품: 사이버대학
- 회사: 요가 명상학과 마이크로 디글"
474.0,475.7,1.8,music,music_output_segment_54.mp3,music_473.txt,/,"- 분류: 안됨
- 제품: 
- 회사:"
475.7,495.7,20.0,speech,speech_output_segment_55.mp3,speech_475.txt,"/ 건너오세요 당신의 퇴직연금이 원하던 글로벌한 세계로
  내 연금 상품 그대로 중도해지 없이도 실물이저는 지금이다
  수익률이 중요한 퇴직연금은 글로벌 투자하는 연금 미래의셉 증권으로
  원금 손실 유의 투자전 상품 설명섬인 약관필독","- 분류: 광고
- 제품: 퇴직연금
- 회사: 미래의셉 증권"
495.7,647.0,151.3,music,music_output_segment_56.mp3,music_495.txt,"/ 함께
  롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤�
  롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러
  롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 �
  롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러의 롤러
  롤러의 롤러를","- 분류: 안됨
- 제품:
- 회사:"
647.0,845.6,198.6,music,music_output_segment_57.mp3,music_647.txt,"/ Stewart & The
  아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아
  아 아 아 아 아 아 아 으 으 으 으 으 으 으 으 고
  롤러스
  롤러스
  롤러스
  롤러스
  롤러스
  롤러스
  롤러스
  롤러스
  롤러스
  롤러스
  롤러스
  롤러스
  롤러스
  롤러스
  롤러스
  롤러스
  롤러스
  아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아
  아 아 아 아 아 아 아 아 per
  뭐 그래요","- 분류: 안됨
- 제품: 없음
- 회사: 없음"
845.6,852.3,6.7,speech,speech_output_segment_58.mp3; speech_output_segment_59.mp3; speech_output_segment_60.mp3,speech_845.txt; speech_847.txt; speech_848.txt,"/ 아, 멋진 놈 주죠? / For Play yes / 101의 원을 포함합니다.","- 분류: 안됨
- 제품:
- 회사:"
852.3,860.2,7.9,speech,speech_output_segment_61.mp3; speech_output_segment_62.mp3,speech_855.txt; speech_852.txt,/ 8.120번으로 청해 주셨네요. / 사실 4PLAY는 정말 세계 최고의 연주자,"- 분류: 안됨
- 제품:
- 회사:"
860.2,863.1,2.9,speech,speech_output_segment_63.mp3,speech_860.txt,/ 네 이명이 모여서 함께하는 거잖아요.,"- 분류: 안됨
- 제품:
- 회사:"
863.1,868.7,5.6,speech,speech_output_segment_64.mp3,speech_863.txt,/ 이게 세계 최고의 연주자들이 모였다고 해서 꼭 좋은 결과가 나오는 건 아니에요.,"- 분류: 아님
- 제품: 
- 회사:"
868.7,876.4,7.8,speech,speech_output_segment_65.mp3; speech_output_segment_66.mp3,speech_868.txt; speech_872.txt,/ 질끼리 싸워가지고 금방 / 해산되기도 하는데 이 팀은 꽤 오래 갔죠?,"- 분류: 안됨
- 제품:
- 회사:"
876.4,881.2,4.8,speech,speech_output_segment_67.mp3; speech_output_segment_68.mp3,speech_878.txt; speech_876.txt,/ 음 이거 막 / 팔팔당 시의 기타리스트는 리위린 나와.,"- 분류: 안됨
- 제품:
- 회사:"
881.2,886.2,5.0,speech,speech_output_segment_69.mp3,speech_881.txt,/ 이 곡은 101 이스트 바운드는,"- 분류: 안됨
- 제품:
- 회사:"
886.2,893.1,6.9,speech,speech_output_segment_71.mp3; speech_output_segment_70.mp3,speech_886.txt; speech_889.txt,"/ 베이스 연주장 레이센니스트 작품이에요. / 성격 좋습니다.
  아, 사람이...","- 분류: 아님
- 제품:
- 회사:"
893.1,902.1,9.0,speech,speech_output_segment_73.mp3; speech_output_segment_74.mp3; speech_output_segment_72.mp3,speech_895.txt; speech_897.txt; speech_893.txt,/ 늘 웃는 얼굴이고 / 이 양반은 뭐 재즈 밴드서 연주하다가 / 또 에비클래프트나고도 연주하다가 막 여기저기 다 해요,"- 분류: 아님
- 제품:
- 회사:"
902.1,908.5,6.3,speech,speech_output_segment_76.mp3; speech_output_segment_75.mp3,speech_905.txt; speech_902.txt,/ 심지어 못다 / 라이브에이드 때도 보니까 거기 있더라고요,"- 분류: 아님
- 제품: 
- 회사:"
908.5,914.8,6.3,speech,speech_output_segment_78.mp3; speech_output_segment_77.mp3,speech_908.txt; speech_912.txt,/ 내 선이스트 누구랑 하고 있었더라 아무튼 뭐 / 가리질 않습니다,"- 분류: 안됨
- 제품:
- 회사:"
914.8,921.3,6.5,speech,speech_output_segment_79.mp3; speech_output_segment_81.mp3; speech_output_segment_80.mp3,speech_916.txt; speech_918.txt; speech_914.txt,/ 아 이게 가리지 않는 게 아니고 / 가수들이나 / 연주자들이 그러니까 팀의 리더들이,"- 분류: 안됨
- 제품:
- 회사:"
921.3,928.1,6.8,speech,speech_output_segment_83.mp3; speech_output_segment_82.mp3,speech_921.txt; speech_923.txt,/ 음악하는 사람들이 뭐 / 대충 그렇습니다만 성격이 좀 날카롭습니다.,"- 분류: 아님
- 제품:
- 회사:"
928.1,933.5,5.4,speech,speech_output_segment_84.mp3; speech_output_segment_85.mp3,speech_930.txt; speech_928.txt,/ 그럼에도 불구하고 / 네이선 이스트를 계속 틀는 건,"- 분류: 안됨
- 제품: 
- 회사:"
933.5,938.6,5.1,speech,speech_output_segment_87.mp3; speech_output_segment_86.mp3,speech_935.txt; speech_933.txt,/ 이 양반이 성격이 좋은 거예요. / 그리고 베이스 연주자는 저는 좀...,"- 분류: 아님
- 제품: 
- 회사:"
938.6,944.2,5.6,speech,speech_output_segment_88.mp3; speech_output_segment_89.mp3,speech_941.txt; speech_938.txt,/ 이럴 필요가 있다고 생각합니다. / 아무런 베이스 연주자 중에,"- 분류: 안됨
- 제품: 
- 회사:"
944.2,951.5,7.3,speech,speech_output_segment_90.mp3; speech_output_segment_91.mp3; speech_output_segment_92.mp3,speech_944.txt; speech_946.txt; speech_948.txt,/ 자코 파스토리오스 같이 / 딸카로운 사람도 있긴 있습니다. / 인치 가셨잖아요,"- 분류: 안됨
- 제품:
- 회사:"
951.5,958.4,6.9,speech,speech_output_segment_93.mp3; speech_output_segment_94.mp3; speech_output_segment_95.mp3,speech_951.txt; speech_955.txt; speech_952.txt,/ 너무 날카로운.. / 내 이선 이시트는 오늘도 / 세계 어딘가에서 어느 밴드에서,"- 분류: 안됨
- 제품:
- 회사:"
958.4,964.3,5.9,speech,speech_output_segment_97.mp3; speech_output_segment_98.mp3; speech_output_segment_96.mp3,speech_960.txt; speech_958.txt,"/ 지금 연주하고 있을 겁니다. /  / 자, 4PLAY 151 Eastbound","- 분류: 안됨
- 제품:
- 회사:"
964.3,969.4,5.1,speech,speech_output_segment_99.mp3; speech_output_segment_100.mp3,speech_964.txt; speech_968.txt,/ 자 이번에는 8이 15번으로 청례해 주신 / 마이클 잭슨,"- 분류: 안됨
- 제품:
- 회사:"
969.4,972.4,3.0,speech,speech_output_segment_102.mp3; speech_output_segment_101.mp3,speech_971.txt; speech_969.txt,/ 원더 / 타임,"- 분류: 안됨
- 제품:
- 회사:"
972.4,1210.2,237.8,music,music_output_segment_103.mp3,music_972.txt,"/ How it all began
  It just seemed like living so I did
  Do you remember back in the morning
  When we together get a picture of our memories long
  Do you remember us holding hands
  Remember the days of our papers
  I remember the days of our papers
  Do you remember the time
  When we fell in love
  Do you remember the time
  When we first met a girl
  Remember the time
  When we fell in love
  Do you remember the time
  Do you remember
  How we used to talk
  No, we'd stay on the phone
  And night till dawn
  Do you remember
  All the things we said
  I loved you so I remember
  I let you go
  Do you remember back in the spring
  I remember every moment
  I remember it's the same
  Do you remember those special times
  I remember us going on
  In the practice of our minds
  Remember the time
  When we fell in love
  Remember the time
  When we first met a girl
  Remember the time
  When we fell in love
  Do you remember the time
  Those sweet memories
  Always be dear to me
  Remember no matter what I said
  I will never forget what we said
  Remember the time
  Do you remember
  Remember the time
  When we first met a girl
  Remember the time
  Remember the time
  Remember my baby
  Remember the time
  Remember the time
  Remember the time
  Remember the time
  Remember the love
  Remember the time
  Remember my baby
  Remember the time
  Remember the time
  Do you remember
  Remember the time
  On the phone
  You and me
  Remember the time
  Your dreams
  What about it girl
  Remember the time
  Do it
  In the park
  On the beach
  Do a thing
  And play
  Remember
  Remember
  Remember the time
  Remember the time
  In the park
  Remember the time
  Do you
  Remember the time
  Do you remember
  Remember the time
  Remember the time","- 분류: 아님
- 제품:
- 회사:"
1210.2,1460.0,249.8,music,music_output_segment_104.mp3,music_1210.txt,"/ Why fight the tide?
  Don't think so much
  But let your heart decide
  Maybe I'll see your future
  And it starts now
  Look at your eyes
  And see you searching for a sign
  But you'll never fall
  Till you let go
  Don't be so scared
  Of what you don't know
  To your heart
  You must be to your heart
  This way my hands will hold
  And baby shower you with my love
  Open your eyes
  Your heart can tell you no lies
  And when you're truly our heart
  I know it's gonna lead you straight to me
  I'm willing to know it's on your side
  And set you free
  I can do that for you if you believe in me
  One second, yes
  What feels so right
  Just trust your heart
  And you'll see the light
  To your heart
  You must be to your heart
  This way my hands will hold
  And baby shower you with my love
  Open your eyes
  Your heart can tell you no lies
  And when you're truly our heart
  I know it's gonna lead you straight to me
  You know it's true
  Your heart knows what's good for you
  You know it's true
  Let your heart show you the way
  You know it's true
  It'll see you through
  Yeah, yeah
  Got my heart inside
  And meet you where you are
  Will you take both hands off the wheel
  And still get far
  Be right by my way
  Enjoy the night
  You won't get lost
  With your heart to your heart
  You must be truly our heart
  You must be truly our heart
  This way my hands will hold
  And baby shower you with my love
  Open your eyes
  Your heart can tell you no lies
  And when you're truly our heart
  I know it's gonna lead you straight to me
  You must be truly our heart
  This way my hands will hold
  And baby shower you with my love
  Open your eyes
  Your heart will tell you the lies
  And when you're truly our heart
  I know it's gonna lead you straight to me
  You must be truly our heart
  This way my hands will hold
  And baby shower you with my love
  Open your eyes
  Your heart can tell you no lies
  And when you're truly our heart
  I know it's gonna lead you straight to me
  You must be truly our heart
  This way my hands will hold
  And baby shower you with my love
  Open your eyes
  Your heart can tell you the lies
  And when you're truly our heart
  I know it's gonna lead you straight to me
  You must be truly our heart
  This way my hands will hold
  And baby shower you with my love
  Open your eyes
  Your heart can tell you the lies
  And when you're truly our heart","- 분류: 아님
- 제품:
- 회사:"
1460.0,1465.3,5.3,speech,speech_output_segment_106.mp3; speech_output_segment_105.mp3,speech_1462.txt; speech_1459.txt,"/ 98 degrees, 그리고 Stevie Wonder / true to your heart 들었습니다.","- 분류: 아님
- 제품:
- 회사:"
1465.3,1471.6,6.3,speech,speech_output_segment_108.mp3; speech_output_segment_107.mp3,speech_1465.txt; speech_1469.txt,/ 영화 애니메이션 뮬란 사운드 트릭이 있고요. / 하모니카 연주도 스티비 온도가 한군,"- 분류: 아님
- 제품:
- 회사:"
1471.6,1478.8,7.2,speech,speech_output_segment_110.mp3; speech_output_segment_112.mp3; speech_output_segment_109.mp3; speech_output_segment_111.mp3,speech_1471.txt; speech_1474.txt; speech_1475.txt; speech_1472.txt,/ 고맙습니다. / 이 양반은 못하는 게 없어요 /  / 정말 진정한 천재입니다,"- 분류: 아님
- 제품: 
- 회사:"
1478.8,1484.6,5.8,speech,speech_output_segment_113.mp3; speech_output_segment_114.mp3,speech_1478.txt; speech_1482.txt,/ 제가 스티비 온도 공연을 써무소니에서 한 번 봤는데 / 와,"- 분류: 아님
- 제품: 없음
- 회사: 없음"
1484.6,1493.8,9.2,speech,speech_output_segment_115.mp3; speech_output_segment_116.mp3,speech_1484.txt; speech_1488.txt,/ 진짜 예술이에요 이런게 예술이구나 / 우리가 하는 건 예술은 아니죠. 그냥 대중음악이고,"- 분류: 아님
- 제품:
- 회사:"
1493.8,1500.5,6.8,speech,speech_output_segment_118.mp3; speech_output_segment_117.mp3; speech_output_segment_119.mp3,speech_1497.txt; speech_1498.txt; speech_1493.txt,/ 송골 매 콘서트는 그냥 / 대중음악 / 스티비온의 콘서트는,"- 분류: 안됨
- 제품: 
- 회사:"
1500.5,1509.3,8.8,speech,speech_output_segment_122.mp3; speech_output_segment_120.mp3; speech_output_segment_121.mp3,speech_1502.txt; speech_1500.txt; speech_1505.txt,"/ 예술! 와! / 아트의 반위를 올라간거야 / 2846번으로 청해 주셨습니다.
  true to your heart.","- 분류: 안됨
- 제품:
- 회사:"
1509.3,1514.8,5.5,speech,speech_output_segment_124.mp3; speech_output_segment_125.mp3; speech_output_segment_123.mp3,speech_1512.txt; speech_1510.txt; speech_1509.txt,/ 90°C / 크루스티비 원더 / 아패드리시는 마음은 마이클 잭슨의,"- 분류: 안됨
- 제품:
- 회사:"
1514.8,1520.3,5.5,speech,speech_output_segment_126.mp3; speech_output_segment_127.mp3; speech_output_segment_128.mp3,speech_1514.txt; speech_1517.txt; speech_1516.txt,/ 일도 잊지마 /  / 이번에는 전웅진씨가,"- 분류: 안됨
- 제품:
- 회사:"
1520.3,1526.9,6.6,speech,speech_output_segment_129.mp3,speech_1520.txt,/ 역사는 반복된다를 다시금 깨닫는 하루,"- 분류: 안됨
- 제품:
- 회사:"
1526.9,1534.7,7.7,speech,speech_output_segment_130.mp3; speech_output_segment_131.mp3,speech_1526.txt; speech_1531.txt,"/ 어... 어이구 의미심장하네요
  그리고 빌리지오에래 / We didn't start a fire.
  여기 보면 이제","- 분류: 안됨
- 제품:
- 회사:"
1534.7,1540.4,5.7,speech,speech_output_segment_133.mp3; speech_output_segment_132.mp3,speech_1534.txt; speech_1536.txt,/ 가사에게 / 판문점 노스코리아 사우스코리아,"- 분류: 안됨
- 제품:
- 회사:"
1540.4,1546.2,5.7,speech,speech_output_segment_134.mp3,speech_1540.txt,"/ 승만리 이런거 나옵니다
  그때는 뭐 이런게 나오는게 신기해가지고
  와 우리","- 분류: 안됨
- 제품:
- 회사:"
1546.2,1554.0,7.8,speech,speech_output_segment_136.mp3; speech_output_segment_135.mp3,speech_1550.txt; speech_1546.txt,"/ 별로 그렇게 좋은 역사가 아니죠 / Ops yourselves!
  We didn't start a fire.","- 분류: 안됨
- 제품:
- 회사:"
